NOME	GRANDE_AREA	AREA	SUB_AREA	ESPECIALIDADE
NATALIA MATOS SOUZA AZEVEDO	Ciências Agrárias	Medicina Veterinária	Clínica e Cirurgia Animal	Clínica Cirúrgica Animal
ISABELLA DE OLIVEIRA BARROS	Ciências Agrárias	Medicina Veterinária	Clínica e Cirurgia Animal	Clínica Veterinária
SARA VILAR DANTAS SIMOES	Ciências Agrárias	Medicina Veterinária	Clínica e Cirurgia Animal	Clínica Veterinária
DANILA BARREIRO CAMPOS	Ciências Agrárias	Medicina Veterinária	Clínica e Cirurgia Animal	nan
ARTUR CEZAR DE CARVALHO FERNANDES	Ciências Agrárias	Medicina Veterinária	Medicina Veterinária Preventiva	Doenças Infecciosas de Animais
CARLOS AUGUSTO DE OLIVEIRA JÚNIOR	Ciências Agrárias	Medicina Veterinária	Medicina Veterinária Preventiva	Doenças Infecciosas de Animais
FELIPE NAEL SEIXAS	Ciências Agrárias	Medicina Veterinária	Medicina Veterinária Preventiva	Doenças Parasitárias de Animais
VALESKA SHELDA PESSOA DE MELO	Ciências Agrárias	Medicina Veterinária	Medicina Veterinária Preventiva	Doenças Parasitárias de Animais
INACIO JOSE CLEMENTINO	Ciências Agrárias	Medicina Veterinária	Medicina Veterinária Preventiva	Epidemiologia Animal
RICARDO ROMAO GUERRA	Ciências Agrárias	Medicina Veterinária	Medicina Veterinária Preventiva	Epidemiologia Animal
JEANN LEAL DE ARAUJO	Ciências Agrárias	Medicina Veterinária	Patologia Animal	Patologia Aviária
CARLOS AUGUSTO ALANIS CLEMENTE	Ciências Agrárias	Medicina Veterinária	Reprodução Animal	Inseminação Artificial Animal
NORMA LUCIA DE SOUZA ARAUJO	Ciências Agrárias	Medicina Veterinária	Reprodução Animal	Inseminação Artificial Animal
IZABELA SOUZA LOPES RANGEL	Ciências Agrárias	Recursos Florestais e Engenharia Florestal	Silvicultura	Dendrologia
EDILSON PAES SARAIVA	Ciências Agrárias	Zootecnia	Ecologia dos Animais Domésticos e Etologia	nan
JACINARA HODY GURGEL MORAIS LEITE	Ciências Agrárias	Zootecnia	Genética e Melhoramento dos Animais Domésticos	nan
MARCOS ELI BUZANSKAS	Ciências Agrárias	Zootecnia	Genética e Melhoramento dos Animais Domésticos	nan
ALEXANDRE LEMOS DE BARROS MOREIRA FILHO	Ciências Agrárias	Zootecnia	Nutrição e Alimentação Animal	Avaliação de Alimentos para Animais
ARIOSVALDO NUNES DE MEDEIROS	Ciências Agrárias	Zootecnia	Nutrição e Alimentação Animal	Avaliação de Alimentos para Animais
JULIANA SILVA DE OLIVEIRA	Ciências Agrárias	Zootecnia	Nutrição e Alimentação Animal	Avaliação de Alimentos para Animais
SEVERINO GONZAGA NETO	Ciências Agrárias	Zootecnia	Nutrição e Alimentação Animal	Avaliação de Alimentos para Animais
PATRICIA EMILIA NAVES GIVISIEZ	Ciências Agrárias	Zootecnia	Nutrição e Alimentação Animal	nan
ALINE MENDES RIBEIRO	Ciências Agrárias	Zootecnia	Pastagem e Forragicultura	Avaliação Produção e Conservação de Forragens
EDSON MAURO SANTOS	Ciências Agrárias	Zootecnia	Pastagem e Forragicultura	Avaliação Produção e Conservação de Forragens
GEORGE RODRIGO BELTRAO DA CRUZ	Ciências Agrárias	Zootecnia	Produção Animal	Manejo de Animais
CARLA APARECIDA SOARES SARAIVA	Ciências Agrárias	Zootecnia	Produção Animal	nan
MARIO LUIZ FARIAS CAVALCANTI	Ciências Biológicas	Botânica	Fisiologia Vegetal	nan
LENYNEVES DUARTE ALVINO DE ARAUJO	Ciências Biológicas	Ecologia	Ecologia Aplicada	nan
HELDER FARIAS PEREIRA DE ARAUJO	Ciências Biológicas	Ecologia	Ecologia de Ecossistemas	nan
JOSE DOMINGOS RIBEIRO NETO	Ciências Biológicas	Ecologia	Ecologia de Ecossistemas	nan
ROSEMBERG FERNANDES DE MENEZES	Ciências Biológicas	Ecologia	Ecologia de Ecossistemas	nan
VENIA CAMELO DE SOUZA	Ciências Biológicas	Ecologia	Ecologia de Ecossistemas	nan
ANA EMILIA BARROS E SILVA	Ciências Biológicas	Genética	Genética Vegetal	nan
LOISE ARAUJO COSTA	Ciências Biológicas	Microbiologia	Biologia e Fisiologia dos Microorganismos	Micologia
LUCIANA DINIZ ROLA	Ciências Biológicas	Zoologia	Taxonomia dos Grupos Recentes	nan
YANNA CAROLINA FERREIRA TELES	Ciências da Saúde	Farmácia	Farmacognosia	nan
MARIA BETANIA HERMENEGILDO DOS SANTOS	Ciências Exatas e da Terra	Química	Química Analítica	Instrumentação Analítica
LUCIENE CHAVES DE AQUINO	Ciências Humanas	Educação	Fundamentos da Educação	História da Educação
FABRICIA SOUSA MONTENEGRO	Ciências Humanas	Educação	Planejamento e Avaliação Educacional	Política Educacional
JOSINEIDE DA SILVA BEZERRA	Ciências Humanas	História	História do Brasil	História do Brasil República
CLAUDIO GERMANO DOS SANTOS OLIVEIRA	Ciências Sociais Aplicadas	Administração	Administração de Empresas	Administração Financeira
GUSTAVO CORREIA XAVIER	Ciências Sociais Aplicadas	Administração	Administração de Empresas	Administração Financeira
CAMILA CRISTINA RODRIGUES SALGADO	Ciências Sociais Aplicadas	Administração	Administração de Empresas	nan
MILENE FELIX DE ALMEIDA	Ciências Sociais Aplicadas	Administração	Administração de Setores Específicos	nan
GABRIELA TAVARES DOS SANTOS	Ciências Sociais Aplicadas	Administração	Administração Pública	Administração de Pessoal
JOSE MANCINELLI LEDO DO NASCIMENTO	Ciências Sociais Aplicadas	Administração	Administração Pública	Organizações Públicas
PATRICIA ARAUJO AMARANTE	Ciências Sociais Aplicadas	Economia	Economia Regional e Urbana	Economia Regional
MAX ROCHA QUIRINO	Engenharias	Engenharia de Materiais e Metalúrgica	Materiais Não-Metálicos	Cerâmicos
ROBSON DE SOUSA NASCIMENTO	Multidisciplinar	Ciências Ambientais	nan	nan
